EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010589299,CONNECTICUT SPECTRUM MANAGEMENT ASSOCIATION INC,% PAUL GIBSON,31 SANTINA DR,MANCHESTER,CT,06040-7001,0000,03,3,1000,200209,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A34,CSMA
010596826,LIFE EDU ORG INC,% ALBERT KAUSCH,139 BRIAR PATCH RD,STONINGTON,CT,06378-2403,0000,03,3,1238,200308,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,U50,KAUSCH ALBERT P PHD PRESIDENT
010597012,CONNECTICUT RIVER LACROSSE CLUB INC,% P ORLANDO,CO PHIL ORLANDO 61 ROWLAND RD,OLD LYME,CT,06371-0000,0000,03,3,1000,200207,1,16,000000000,1,01,201912,3,3,02,0,12,26282,39306,39306,O50,
010598781,TED THOMAS DANCE FOUNDATION FOR THE PUBLIC INC,% THEODORE THOMAS,11 MEETING GROVE LN,NORWALK,CT,06850-2205,0000,03,3,2100,200304,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A62,
010607204,PRIMERA IGLESIA BAUTISTA INC,% JUSTO J CARRERA,PO BOX 341249,HARTFORD,CT,06134-1249,0000,03,3,7000,200304,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010613380,UNITED HAITIAN AMERICAN SOCIETY,% GERARD AZOR,91 RIDGELY AVE,FAIRFIELD,CT,06825-4409,0000,03,3,1000,200310,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P84,
010618846,WATERBURY CHRISTIAN FELLOWSHIP,% RAYMOND Z SZELIGOWSKI,26 DUBE LN # 1,WATERBURY,CT,06705-1104,0000,03,3,7100,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010623416,DEAF CHRISTIAN EVANGELISTIC ASSOCIATION INTERNATIONAL,% JOB AYANTOLA,455 MASHALL LAKE ROAD,TORRINGTON,CT,06790-0000,0000,03,3,1000,200212,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,
010628943,NORTHEAST COMMUNITY CHURCH INC,% REV THOMAS MAHONEY,185 EAST AVE,NORWALK,CT,06855-1108,0000,03,3,7000,200302,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010630177,GREENER PASTURES RESCUE,,16 B MILL LANE,SALEM,CT,06420-3519,0000,03,3,1000,200205,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,D20,
010648561,HEALTH360 INC,% PATRICIA HARRITY,83 PROSPECT ST,WATERBURY,CT,06702-1326,0000,03,3,1200,200303,1,15,000000000,1,01,201909,4,6,01,0,09,456405,1005410,1005410,B60,
010650071,CHRIST CHURCH INC,,16 TOWN LINE RD,WOLCOTT,CT,06716-2636,0000,03,3,7000,200403,1,10,000000000,1,01,,0,0,06,0,12,,,,X200,
010657417,BETHEL MINISTRY,% REV JUDSON G OLIVEIRA,PO BOX 24,STRATFORD,CT,06615-0024,0000,03,3,1700,200402,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010660984,FOR ONE WORLD,% JOHN DONNELLY,PO BOX 161,SOUTH LYME,CT,06376-0161,0000,03,3,1000,200210,1,16,000000000,1,01,202003,0,0,02,0,03,0,0,0,B99,
010668736,WITNESS PROJECT OF CONNECTICUT INC,,B HIVE,BRIDGEPORT,CT,06604-0000,0000,03,3,1000,200206,1,15,000000000,1,01,201912,2,1,02,0,12,21098,7589,7589,G30,
010670519,LOVING CARE MINISTRY INC,% LOVING CARE MINISTRY,41 WOLFPIT AVE APT 5T,NORWALK,CT,06851-4230,0000,03,3,1000,201810,1,15,000000000,1,01,202010,0,0,02,0,10,0,0,0,P40,
010671449,MATCH COALITION INC,,83 OAK ST,HARTFORD,CT,06106-1515,0000,03,3,1000,200209,1,15,000000000,1,01,201906,0,0,02,0,06,0,0,0,N20,
010676012,FRIENDS OF ASHA NIKETAN INC,,PO BOX 182,NEW FAIRFIELD,CT,06812-0182,0000,03,3,1200,200208,1,15,000000000,1,01,201912,2,3,01,0,12,17546,54562,44560,P82,
010691315,DANIEL J GRIFFIN MEMORIAL,% MARK SHEPTOFF,130 STANLEY DR,SOUTH WINDSOR,CT,06074-3599,0000,03,3,1000,200306,1,16,000000000,1,01,202003,4,3,01,0,03,375722,82943,39830,B82,
010692828,ITALIAN HERITAGE FOUNDATION INC,,547 SLATER RD,NEW BRITAIN,CT,06053-2645,0000,03,3,1000,200209,1,04,000000000,1,01,201906,3,2,00,1,06,42865,23350,,B82,
010694939,PLYMOUTH COMMUNITY FOOD PANTRY,% ANDREA ARMBRUSTER,20 DEWEY AVE,TERRYVILLE,CT,06786-6324,0000,03,3,1000,200210,1,15,000000000,1,01,201906,4,4,01,0,06,139697,100694,100694,K31,
010698350,CHRIST CHURCH OF GOD & FAMILY CENTER INC,% KENNETH MCBRYDE,600 MERIDIAN STREET EXT APT 317,GROTON,CT,06340-4153,0000,03,3,1000,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010698841,AMERICAN ECUMENICAL CATHOLIC CHURCH INC,% BOUFFARD,30 WOODLAND STREET UNIT 10-D,HARTFORD,CT,06105-2319,0000,03,3,7000,200209,1,15,000000000,1,01,,0,0,13,0,06,,,,X99,
010698846,AMERICAN ECUMENICAL CATHOLIC CHURCH DIOCESE OF CONNECTICUT INC,% BOUFFARD,30 WOODLAND ST U 10D,HARTFORD,CT,06105-2322,0000,03,3,7000,200301,1,10,000000000,1,01,,0,0,06,0,06,,,,,
010703391,FRIENDS OF BECKLEY FURNACE INC,% ROBERT ANDERSON,PO BOX 383,EAST CANAAN,CT,06024-0383,0000,03,3,2000,200306,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,A80,
010704651,FRENCH BULLDOG RESCUE NETWORK A NONPROFIT CORPORATION,% CHARLOTTE CREELEY,41 CROSSROADS PLZ,WEST HARTFORD,CT,06117-2402,0000,03,3,4200,200207,1,16,000000000,1,01,201912,4,4,01,0,12,345401,377201,373585,D20,
010705983,PTSA CONNECTICUT INC,% FAIRFIELD SEPTA - BOE,501 KINGS HWY,FAIRFIELD,CT,06825-4867,1319,03,9,2000,197908,0,15,059035000,1,01,202006,0,0,02,0,06,0,0,0,,FAIRFIELD SEPTA
010711777,PARK ROAD ASSOCIATES OF WEST HARTFORD INC,% JOHN C PAINDIRIS,240 PARK RD,WEST HARTFORD,CT,06119-2040,0000,06,3,2000,201802,2,00,000000000,1,01,,0,0,02,0,12,,,,S41,
010713045,METHODIST FAM CENTER PRESCHOOL INC,% SUSAN MARKS & LAURIE ANDERSON,345 MIDDLESEX RD,DARIEN,CT,06820-2518,0000,03,3,1000,200208,1,16,000000000,1,01,201908,5,5,01,0,08,687353,728565,728565,P30,
010714621,FARMINGTON AVENUE ALLIANCE,% JILL BARRETT,257 OXFORD ST,HARTFORD,CT,06105-2249,0000,03,3,1000,200207,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,S20,
010720870,FAITH CHRISTIAN FELLOWSHIP OF WOLCOTT CT INC,% EDWARD J DWYER,PO BOX 6077,WOLCOTT,CT,06716-0077,7018,03,9,7000,198001,1,10,001000000,5,01,,0,0,06,0,12,,,,,FAITH FAMILY CHRISTIAN CHURCH
010723886,WATERBURY RETIRED EDUCATORS ASSOCIATION,% LOUIS PONZILLO,37 STODDARD RD,WATERBURY,CT,06708-1814,0000,05,3,3000,200309,2,00,000000000,5,01,201912,0,0,02,0,12,0,0,0,J40,
010737565,CONNECTICUT PARKINSONS WORKING GROUP INC,% GEORGE BALDWIN,51 FAIRVIEW TER,S GLASTONBURY,CT,06073-3305,0000,03,3,1000,200302,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,G11,
010742684,VOICE OF THE FAITHFUL IN THE DIOCESE OF BRODGEPORT INC,% A POLLACK,26 POWDER HORN HILL RD,WILTON,CT,06897-3121,0000,03,3,1000,201703,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,T30,
010745314,SUCCESS FOUNDATION INC,% ROBINSON & COLE LLP,1055 WASHINGTON BOULEVARD,STAMFORD,CT,06901-2216,0000,03,3,2000,200302,1,15,000000000,1,01,201812,0,1,02,0,12,0,616,616,B92,
010746495,MUSIC FOR YOUTH INC,% MARY BEYER,PO BOX 403,WESTPORT,CT,06881-0403,0000,03,3,1000,200305,1,16,000000000,1,01,201912,4,3,01,0,12,361337,82609,82609,A60,
010750115,CWPN INC,,PO BOX 871,BETHEL,CT,06801-0871,0000,03,3,1700,200303,1,15,000000000,1,01,201910,0,0,02,0,10,0,0,0,X99,
010780011,NEW BEGINNINGS CHURCH OF GOD IN CHRIST,% ELD ROBERT L MIDDLETON JR,1379 CHAPEL ST,NEW HAVEN,CT,06511-4468,1969,03,9,7000,196901,1,10,001000000,5,01,,0,0,06,0,12,,,,,
010801518,FRATERNAL ORDER OF POLICE,% LEO CHUPRON,PO BOX 1568,HARTFORD,CT,06144-1568,1199,08,9,1000,195210,1,00,265000000,5,01,201912,0,0,02,0,12,0,0,0,,30 HARTFORD LODGE INC
010809168,CALF ISLAND CONSERVANCY INC,% DAVID A DEWAHL JR,733 OLD CLINTON RD,WESTBROOK,CT,06498-1760,0000,03,3,1200,200405,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,C30,
010811732,THY KINGDOM COME MINISTRIES,% MICHELE TYSON,61 BENTWOOD DR APT 1,WATERBURY,CT,06705-3615,0000,03,3,1000,200609,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010816812,APPLE BLOSSOM SCHOOL AND FAMILY CENTER,,440 DANBURY RD,WILTON,CT,06897-2007,0000,03,3,1000,200610,1,11,000000000,1,01,201805,5,4,01,0,05,508129,439515,439515,B21,
010817355,WATERBURY MAIN STREET INC,% KAREN POLLARD,83 BANK STREET,WATERBURY,CT,06702-2231,0000,03,3,1000,200507,1,15,000000000,1,01,202006,3,4,01,0,06,48105,182213,122652,B90,MAIN STREET WATERBURY INC
010821598,MISSION GREATER WATERBURY,% MICHAEL ARSENAULT,289 CHESTNUT HILL AVE,WATERBURY,CT,06704-1600,0000,03,3,1700,200412,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X21,
010824692,ASSOCIATION OF MADISON ADMINISTRATORS,% KATHERYN HART,302 GREEN HILL RD,MADISON,CT,06443-2283,0000,05,3,3000,201609,2,00,000000000,1,01,202006,0,0,02,0,06,0,0,0,J40,
010824696,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% CLIFFORD DUDLEY,174 WEIR ST,GLASTONBURY,CT,06033-2712,5268,05,9,3000,200509,2,00,000000000,5,01,201906,0,0,02,0,06,0,0,0,J40,MILFORD ADM ASSOC EAST MIDDLE SCHOO
010824697,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% J OLSON DERBY,155 DAVID HUMPHREY RD,DERBY,CT,06418-2250,5268,05,9,3000,200509,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,J40,DERBY ADMINISTRATORS ASSOCIATION
010824698,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% JASON PEACOCK,1 PLAINS RD,MOODUS,CT,06469-1125,5268,05,9,3000,200509,2,00,000000000,5,01,201906,0,0,02,0,06,0,0,0,J40,EAST HADDAM ADMINISTRATORS ASSOC
010824699,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% GREG FOX,869 FORBES ST,EAST HARTFORD,CT,06118-1958,5268,05,9,3000,200509,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,J40,EAST HARTFORD EDUCATIONAL ADMIN & S
010824700,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% JOE BORDEAU,267 SLATER AVE,JEWETT CITY,CT,06351-2533,5268,05,9,3000,200509,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,J40,GRISWOLD ADMINISTRATORS ASSOCIATION
010824708,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% SARAH MCLAIN,24 GILLOTTI RD,NEW FAIRFIELD,CT,06812-2525,5268,05,9,3000,200509,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,J40,NEW FAIRFIELD ADMINISTRATORS ASSOC
010824710,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% DANA MULLIGAN,135 BACK RIMMON RD,BEACON FALLS,CT,06403-1025,5268,05,9,3000,200509,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,J40,REGION 16 ADMINISTRATORS ASSOC
010824711,CONNECTICUT FEDERATION OF SCHOOL ADMINISTRATORS,% KEN SARANICH,382 LONG HILL AVE,SHELTON,CT,06484-5501,5268,05,9,3000,200509,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,J40,SHELTON ADMINISTRATIVE COUNCIL
010828143,NORTHVILLE AMATEUR RADIO ASSOCIATION INC,% JOE GOODELL,PO BOX 354,NEW MILFORD,CT,06776-0354,0000,03,3,1200,200801,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,M99,
010831609,ARCHITECTURE RESOURCE CENTER INC,% J F JACOT,1221 CHAPEL ST,NEW HAVEN,CT,06511-4701,0000,03,3,2000,200604,1,15,000000000,1,01,201906,2,3,01,0,06,10288,63609,63609,A25,
010835578,JOSEPH C FILIP MEMORIAL SCHOLARSHIP FUND,% PAUL J FILIP,361 GREEN MANOR TER,WINDSOR LOCKS,CT,06096-2135,0000,03,3,1000,201410,1,15,000000000,5,01,201906,0,0,02,0,06,0,0,0,T99,
010837128,JERICHO PARTNERSHIP INC,,13 ROSE ST,DANBURY,CT,06810-5809,0000,03,3,1000,200607,1,15,000000000,1,01,201908,5,6,01,0,08,580535,2746380,2705297,S50,
010848553,COLORS OF THE WORLD INC,% TREVOR DEPASS,72 WALTER LN,HAMDEN,CT,06514-2648,0000,03,3,1000,201810,1,15,000000000,1,01,201905,0,0,02,0,05,0,0,0,O51,
010851113,LIFELINX CORPORATION,,2785 BOSTON POST RD,GUILFORD,CT,06437-1357,0000,03,3,1000,200607,1,15,000000000,1,01,201912,5,4,01,0,12,834060,211401,211401,F20,
010853010,ANGEL HORSES INC,% PAMELA TRAUN,12 KNOLLWOOD LN,WEST GRANBY,CT,06090-1500,0000,03,3,1000,201409,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D99,ANGEL HORSES
010853068,HELPING HANDS CHORE SERVICE INC,,PO BOX 888,WINSTED,CT,06098-0888,0000,03,3,1200,200605,1,15,000000000,1,01,201912,3,4,01,0,12,66557,177066,177066,P20,
010855174,CHENEY TECH PTO,% GERALDINE L OUELLETTE,791 MIDDLE TPKE W,MANCHESTER,CT,06040-1819,0000,03,3,1000,201909,1,15,000000000,1,01,,0,0,02,0,07,,,,B94,
010861999,SOUTHINGTON SOCCER CLUB,% ANS SWANSON,PO BOX 759,SOUTHINGTON,CT,06489-0759,0000,03,3,1000,201406,1,15,000000000,1,01,201912,4,4,01,0,12,148560,198234,189382,N60,
010864466,MHA MERTON HOUSE LLC,,1235 HUNTINGTON TURNPIKE,TRUMBULL,CT,06611-5362,0000,03,3,1000,201409,1,16,000000000,1,01,201912,7,4,01,0,12,5288654,412165,412165,L80,
010870395,MUSIC HAVEN INC,% TINA LEE,315 PECK STREET BLDG 5 2ND FLR,NEW HAVEN,CT,06513-2933,0000,03,3,1000,200608,1,15,000000000,1,01,202006,5,5,01,0,06,730418,774112,772264,A68,
010875312,RESOURCES OUTREACH CENTER,% LESLIE SINGLETON,1303 CHAPEL ST STE 3,NEW HAVEN,CT,06511-4516,0000,03,3,2000,200702,1,15,000000000,1,01,200907,2,3,00,0,07,11077,71938,71938,I40,
010875681,IKENGA-NRI COMMUNITY USA,% POLYCARP OKEKE,35 HODDER DR,HAMDEN,CT,06514-3307,0000,03,3,1200,201102,1,15,000000000,1,01,201905,0,0,02,0,05,0,0,0,A23,
010876464,JUMPSTART COALITION FOR PERSONAL FINANCIAL LITERACY,% CHRISTOPHER LEE,305 SKIFF ST,NORTH HAVEN,CT,06473-4451,3712,03,9,2000,200102,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,,CT JUMPSTART COALITION JR ACHIEVEME
010900302,CLICK TO BEGIN,% JOSH NEWMAN,50 WASHINGTON AVENUE 6TH FLOOR,NORWALK,CT,06854-2710,0000,03,3,1000,200801,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,O99,
010913482,GRACE LIFE CHURCH,% JOSEPH LEVESQUE,485 WINSTED RD,TORRINGTON,CT,06790-2932,0000,03,3,7000,201706,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010920637,THE ROCK OF WATERBURY INC,% WILLIAM A ULSH JR,513 MERIDEN RD,WATERBURY,CT,06705-2218,0000,03,3,7000,200909,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010924407,MERCEDES-BENZ CLUB OF AMERICA,% TED YOUNGLING,52 LONG LOTS RD,WESTPORT,CT,06880-3831,7236,07,9,1000,199610,0,00,281000000,1,01,,0,0,02,0,12,,,,,CONNECTICUT WESTCHESTER
010927527,WISH UPON A PAR INC,,30 POWDERMAKER DR,RIDGEFIELD,CT,06877-1035,0000,03,3,1000,201008,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,T12,
010928790,NATURAL CHI FOUNDATION CORP,,851 BALDWIN RD,WOODBRIDGE,CT,06525-2434,0000,03,3,1000,201209,1,15,000000000,1,01,201912,3,3,01,0,12,81528,73923,73923,E60,
010932039,ESUMS PTO,% PTO TREASURER,500 BOSTON POST RD,WEST HAVEN,CT,06516-1933,0000,03,3,2000,201407,1,16,000000000,5,01,202008,0,0,02,0,08,0,0,0,B94,
010937320,PAUL A KEENAN MEMORIAL FOUNDATION INC,% C/O SUSAN L ZAPPO,80 B HARBOR RD,WESTPORT,CT,06880-6716,0000,03,3,1000,201301,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,T30,
010941732,CONNECTICUT CATHOLIC PUBLIC AFFAIRS CONFERENCE INC,,134 FARMINGTON AVE,HARTFORD,CT,06105-3723,0000,04,3,1000,201111,2,00,000000000,1,01,201812,3,4,01,0,12,41475,448748,448748,X01,
010944154,SHARE THE PROJECT INC,% JEANNE NEWMAN,140 BANKS RD,EASTON,CT,06612-1630,0000,03,3,1000,201907,1,15,000000000,1,01,,0,0,02,0,12,,,,O51,PROJECT SHARE
010945158,HEART 4 HEARTS INC,,68 GOODWIN PL,STRATFORD,CT,06615-6714,0000,03,3,1000,201506,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P99,
010949570,BITTERSWEET FOUNDATION INC,% MELISSA S NEWMAN,59 COLEYTOWN RD,WESTPORT,CT,06880-1529,0000,03,3,1000,201009,1,04,000000000,1,01,201912,1,1,00,1,12,1,1,,T20,
010957621,DIVINE TRUTH APOSTOLIC CHURCH,,PO BOX 551,PLAINVILLE,CT,06062-0551,0000,03,3,7000,201109,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,PASTOR GEORGE L KNIGHT
010959193,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% DENISE GLADUE,2 CHAPMAN LN UNIT 3,GALES FERRY,CT,06335-1222,0427,05,9,3000,194106,2,00,263000000,5,01,201812,3,5,01,0,12,74336,676050,675752,,2121 UAW LOCAL
010966513,KNIGHTS OF COLUMBUS,% ROBERT DEPIETRO,32 HEBRON RD,BOLTON,CT,06043-7606,0188,08,9,1000,194010,1,00,036029265,5,01,201912,0,0,02,0,12,0,0,0,,6199 ST MAURICE COUNCIL
010969773,SNAPS INC SPECIAL NEEDS AUTISM AT PLAY SERVICES,% DEBORAH MARENNA,460 COE AVE,EAST HAVEN,CT,06512-3836,0000,03,3,1200,201010,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,,
010973916,CONNECTICUT ASSOCIATION FOR BEHAVIOR ANALYSIS INC,% STEVEN WOOLF,290 RIDGEWOOD RD,WEST HARTFORD,CT,06107-3512,0000,03,3,2000,201410,1,15,000000000,1,01,201912,3,3,01,0,12,80723,98823,98823,B90,
016009119,FRED W FORSYTH FBO ELM ST CONGREGATIONAL CHURCH OF BUSKSPORT,% FLEET NATIONAL BANK,850 MAIN ST 13TH FL,BRIDGEPORT,CT,06604-4917,0000,03,3,1000,198904,1,04,602000000,2,01,201912,4,3,00,1,12,310416,59621,,,
016010506,UA LOCAL 716 HEALTH & WELFARE FUND,% S&A INC,PO BOX 5817,WALLINGFORD,CT,06492-7617,0000,09,3,1000,200001,2,00,000000000,2,01,201912,7,8,01,0,12,7254311,13881830,5103388,Y43,S & A INC
016057970,FRED FORSYTH TRUST FBO ELM STREET CONGREGATIONAL CHURCH,% PEOPLE UNITED BANK,850 MAIN ST 13TH FL,BRIDGEPORT,CT,06604-4917,0000,03,3,1000,198209,1,04,602000000,2,01,201812,3,2,00,1,12,94625,22924,,,
016059270,LOUDS ISLAND ASSOCIATION,% ROBERT VOCELLI,77 BONNY VIEW RD,WEST HARTFORD,CT,06107-3402,0000,04,3,3000,198910,2,00,379000000,1,01,201912,0,0,02,0,12,0,0,0,,
016064010,HALVOR E PRESCOTT TR FUND,% NORSTAR TRUST CO,850 MAIN ST 13TH FL,BRIDGEPORT,CT,06604-4917,0000,03,3,1000,202001,1,04,909000000,2,01,201812,4,3,00,1,12,149693,32720,,T22,
016080947,WILLIAM C BULLOCK JR FAMILY FOUNDATION,% PEOPLES UNITED BANK 43B002012,850 MAIN ST 13TH FL,BRIDGEPORT,CT,06604-4917,0000,03,3,1000,198704,1,04,602000000,2,01,201904,4,5,00,1,04,320355,539854,,,
020303557,SHEET METAL WORKERS LOCAL 17 NH TRAINING FUND,% SARETTES ASSOCIATES INC,10 TECHNOLOGY DR,WALLINGFORD,CT,06492-1955,0000,05,3,3000,201003,2,00,000000000,2,01,201912,5,4,01,0,12,715924,185908,150159,J22,
020351375,CHILTERN MOUNTAIN CLUB INC,,PO BOX 461,DANIELSON,CT,06239-0461,0000,07,3,1000,199110,2,00,318319000,1,01,202001,0,0,02,0,01,0,0,0,,
020357715,AMERICAN PHYSICAL THERAPY ASSOC,% LEAHY MANAGEMENT GROUP,PO BOX 459,TOLLAND,CT,06084-0459,0000,06,0,1000,000000,0,00,000000000,5,01,201912,0,0,02,0,12,0,0,0,,N H DEPT OF REHAB MED DHMC
020392823,NORTHEAST CAMPGROUND ASSOCIATION,,106 W STAFFORD RD STE 1,STAFFORD SPGS,CT,06076-1081,0000,06,3,1000,199102,2,00,200000000,1,01,201912,3,4,01,0,12,71108,170735,104503,,
020452053,SERGEANT WILLIAM HARLOW FAMILY ASSOCIATION INC,% WALTER HARLOW,PO BOX 137,HAWLEYVILLE,CT,06440-0137,0000,07,3,1000,199209,2,00,319000000,1,01,202006,0,0,02,0,06,0,0,0,,
020477071,SUNRISE LAKE ESTATES ASSOCIATION,% THOMAS BARILLA,92 GILBERT AVE,ROCKY HILL,CT,06067-1907,0000,07,3,1000,200807,2,00,000000000,1,01,202009,0,0,02,0,09,0,0,0,N50,
020495179,COBRA INC,% JENNIFER C HAUGE,149 DENISON DR,GUILFORD,CT,06437-2345,0000,07,3,1000,200010,2,00,000000000,1,01,202012,0,0,02,0,12,0,0,0,S80,
