EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010930790,KEEP HOPE ALIVE CHRISTMAS PARTY,,PO BOX 815,WEST POINT,MS,39773-0815,0000,03,3,1000,201004,1,15,000000000,1,01,201812,1,1,02,0,12,818,669,669,P58,
010933309,P U R E & A C E P,,357 LAKEBEND DR,BRANDON,MS,39042-2251,0000,03,3,1200,201005,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,N30,
010935304,EDNA B AND JOYCE FAY WASHINGTON BREAST CANCER FOUNDATION,,PO BOX 18432,NATCHEZ,MS,39122-8432,0000,03,3,1000,201205,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,G12,
010952687,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MISSISSIPPI,% DOUGLAS MAXWELL,6458 KOME DR,DIAMONDHEAD,MS,39525-3816,8628,04,9,3000,197211,1,00,907000000,5,01,202006,0,0,02,0,06,0,0,0,,2880 DIAMONDHEAD
010960725,CALVARY ASSEMBLY OF GOD,,585 OLD HIGHWAY 26 W,POPLARVILLE,MS,39470-7520,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,MATTHEW KITE MINISTER
010962504,COVENANT WORD MINISTRIES,% SANDRA A HUDSON,PO BOX 314,OLIVE BRANCH,MS,38654-0314,0000,03,3,7000,201309,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X20,DALE HUDSON TEACHING MINISTRIES
010967854,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% VANESSA K DUETT,4807 13TH ST,MERIDIAN,MS,39307-5465,1495,19,9,1000,196008,1,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,803 MOPHA UNIT
010969545,LIVING FOR LEGACIES,% YOMEKA GAFFNEY,2302 IDAHO ST,JACKSON,MS,39213-5426,0000,03,3,1000,201008,1,15,000000000,1,01,202007,0,0,02,0,07,0,0,0,P60,
010973441,NEW BEGINNING MINISTRIES INC,% GEORGE PRITCHARD,1409 STACI CIR,TUPELO,MS,38801-6428,0000,03,3,1200,201701,1,16,000000000,1,01,201812,1,1,02,0,12,45,100,100,P30,NB MINISTRIES
020370695,NCOBPS INC,,14000 HWY 82 W 5098,ITTA BENA,MS,38941-0000,0000,03,3,2000,199702,1,16,995123000,1,01,201812,4,4,01,0,12,152110,115967,115967,V24,
020533013,LITTLE ROCK ASSEMBLY OF GOD,% LORI BUNCH,PO BOX 348,WAYNESBORO,MS,39367-0348,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
020535669,HAMILTON CHAPEL,% JOHNNY TURNAGE,19 HAMILTON CHAPEL RD,WATERFORD,MS,38685-9745,8511,03,9,7000,198009,1,10,001002000,5,01,,0,0,06,0,12,,,,,
020543266,CARBO FOUNDATION,% RON CARBO,106 MALLARD WAY,CLINTON,MS,39056-6268,0000,03,3,1200,201908,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,S80,
020547778,FAITH APOSTOLIC TABERNACLE,% HARRY COLLINS,110 S LOWE ST,HAZELHURST,MS,39083-3015,0000,03,3,7000,200601,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020551415,WORD OF GOD MINISTRIES,% HATTIE M YOUNG,647 NORRIS ST,GREENVILLE,MS,38703-6043,0000,03,3,3000,200708,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020556954,NATIONAL SOJOURNERS INC,% THOMAS L CUMBERLAND,3405 HIGHWAY 53,POPLARVILLE,MS,39470-4291,1028,04,9,3000,194808,0,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,,171 SOUTH MISSISSIPPI CHAPTER
020576582,NATIONAL ASSOCIATION OF CHARTERBOAT OPERATOS INC,% SUSAN MASON,PO BOX 1070,HURLEY,MS,39555-1070,0000,06,3,2000,200206,2,00,000000000,1,01,201912,3,4,01,0,12,37213,106405,106405,S41,
020626985,TIPPAH COUNTY HISTORICAL MUSEUM INC,% KYLE SMITH,106 N SIDDALL ST,RIPLEY,MS,38663-2036,0000,03,3,1000,200305,1,15,000000000,1,01,201912,2,3,02,0,12,22067,34710,34710,A54,
020643662,FAMILY EMPOWERMENT ZONE INC,% VIRGINIA ROSS,1201 GROVE ST,VICKSBURG,MS,39183-3029,0000,03,3,1235,201809,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P40,
020646721,NOAHS ARK CHRISTIAN CENTER,% DELORES TANNER,PO BOX 465,ISOLA,MS,38754-0465,0000,03,3,2000,200403,1,15,000000000,1,01,201912,3,4,01,0,12,67353,198578,187917,P33,
020648245,CHRISTIAN METHODIST EPISCOPAL CHURCH,,92 AGETST,BYHALIA,MS,38632-0000,8511,03,9,7000,198009,1,10,001002000,5,01,,0,0,06,0,12,,,,,NICHOLS CHAPEL CME CHURCH
020654388,LADY DRIVER GOLF CLUB INC,% JACQUELINE A FLEMING,PO BOX 31128,JACKSON,MS,39286-1128,0000,03,3,1000,200512,1,16,000000000,0,01,201712,0,0,02,0,12,0,0,0,T12,
020655846,YARBROUGH,% CRITTLE FINANCIAL,2997 OLD HWY 4 EAST,HOLLY SPRINGS,MS,38635-0000,8511,03,9,7000,198009,1,10,001002000,5,01,,0,0,06,0,12,,,,,
020667694,KEEP PIKE COUNTY BEAUTIFUL INC,% VICKIE WEBB,PO BOX 2161,MCCOMB,MS,39649-2161,0000,03,3,1200,201111,1,15,000000000,1,01,201906,0,0,02,0,06,0,0,0,C50,
020702523,MISSISSIPPI LEADERSHIP FORUM,% NICK WALTERS,1817 CRANE RIDGE DR STE B1,JACKSON,MS,39216-4985,0000,03,3,2000,201301,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,B30,
020727601,LA LECHE LEAGUE INTERNATIONAL INC,% KATRINA MARTIN,120 COLLINS RD,LAUREL,MS,39443-7886,3130,03,9,2100,197902,1,16,059120000,5,01,202003,0,0,02,0,03,0,0,0,Q300,LLL HATTIESBURG DAY
020729811,AMERCIAN LEGION,% DONALD GRANT,PO BOX 813,IUKA,MS,38852-0813,0925,19,9,1000,194603,1,00,907908000,5,01,201812,0,0,02,0,12,0,0,0,,15 TISHOMINGO COUNTY
020739895,JACKSON PROFESSIONAL BEAUTICANS CLUB,% WILLIE J WYNN,4625 NORDELL DR,JACKSON,MS,39206-3347,0000,06,3,1000,200605,2,00,000000000,5,01,202005,0,0,02,0,05,0,0,0,S41,
020749128,CHRISTIAN METHODIST EPISCOPAL CHURCH,% JOE JACKSON,12776 BROOKSVILLE RD,LOUISVILLE,MS,39339-9359,8511,03,9,7000,198009,1,10,001002000,5,01,,0,0,06,0,12,,,,,LONELY VALLEY CME CHURCH
020753474,ICU MINISTRIES INC,,PO BOX 1364,BRANDON,MS,39043-1364,0000,03,3,1000,200605,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X192,
020761129,IN-TRANSITION MINISTRIES,% CAMILLA RICHARDSON,PO BOX 2151,COLUMBUS,MS,39704-2151,0000,03,3,7000,201608,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020782702,RAIN DOWN MINISTRIES,% PJ WEEKS,724 HIGHWAY 533,LAUREL,MS,39443-0766,0000,03,3,1700,200707,1,15,000000000,1,01,201912,4,4,01,0,12,154814,481403,440332,X20,
020787550,ONE VOICE,% NSOMBI LAMBRIGHT,1072 J R LYNCH ST STE 7,JACKSON,MS,39203-3352,0000,03,3,1000,200709,1,15,000000000,1,01,201912,6,6,01,0,12,2523420,2259258,2259258,W24,CPRTI
020788414,TUPELO ELVIS PRESLEY FAN CLUB,% WILLIAM LAMAR,PO BOX 856,TUPELO,MS,38802-0856,0000,04,3,1000,200902,2,00,000000000,1,01,201912,3,3,01,0,12,80465,64718,64718,S80,
020793404,ZETA PHI BETA SORORITY,% CHARLOTTE MILLER,2472 ATTALA ROAD 2126,MC COOL,MS,39108-8840,1474,07,9,1000,196001,2,00,036279040,5,01,202012,0,0,02,0,12,0,0,0,,RHO NU ZETA
020793447,ZETA PHI BETA SORORITY,% JOVAUNDA SMITH,172 AUTHUR WILLIAMSON RD,MENDENHALL,MS,39114-5007,1474,07,9,1000,196001,2,00,036279040,5,01,201912,0,0,02,0,12,0,0,0,,RHO IOTA ZETA
020793476,ZETA PHI BETA SORORITY INC,% GLORIA B CONLEY,60 AZTEC DR,STARKVILLE,MS,39759-2083,1474,07,9,1000,196001,2,00,036279040,5,01,202012,0,0,02,0,12,0,0,0,,PI IOTA ZETA
020798163,XIZETA LAMBDA CHAPTER OF ALPHA PHI ALPHA FRATERNITY INC,% SAM ALSGOOD,PO BOX 283,PASCAGOULA,MS,39568-0283,0000,10,3,1000,200802,2,00,000000000,5,01,201910,0,0,02,0,10,0,0,0,Y42,
020798897,CHRIST TEMPLE OF DELIVERANCE CHURCH OF GOD IN CHRIST,% JESSIE CARTER JR,245 N BEAUCHAMP AVE,GREENVILLE,MS,38703-3323,0000,03,3,7000,200805,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020812143,GULF COAST HOUSING INITIATIVE INC,% SHARON PRESTEMON,1012 DIVISION ST,BILOXI,MS,39530-2968,0000,03,3,1200,200909,1,15,000000000,1,01,201912,4,4,01,0,12,348262,221331,221331,L21,
030382109,TRI-LAKES MEDICAL CENTER AUXILIARY,% DOT WATSON,1826 HENTZ RD,COURTLAND,MS,38620-9744,0000,03,3,1000,200205,1,15,000000000,5,01,202003,0,0,02,0,03,0,0,0,E11,
030391948,SHAMMAH MINISTRIES INTERNATIONAL,,3383 SHAMMA DR,TUPELO,MS,38801-0000,0000,03,3,1700,201502,1,10,000000000,1,01,,0,0,06,0,12,,,,W19,
030397952,LEESBURG VOLUNTEER FIRE DEPARTMENT,,435 HIGHWAY 481,PELAHATCHIE,MS,39145-4086,0000,03,3,1000,201505,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,S32,
030398541,RAINBOW LEARNING CENTER INC,% MINERVA B GRAHAM,706 S CENTRAL AVE,NEW ALBANY,MS,38652-3707,0000,03,3,1200,200402,1,16,000000000,1,01,201912,3,5,01,0,12,42474,577101,577101,P33,
030400306,FIRST BAPTIST CHURCH OF LONGVIEW,% LARNZY CARPENTER,976 LONGVIEW RD,STARKVILLE,MS,39759-4913,0000,03,3,7000,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030414912,MARS HILL VFD,% GENE NUNNERY,6070 N GREENSBURG RD,SUMMIT,MS,39666-0000,0000,03,3,1000,201603,1,16,000000000,1,01,202012,0,0,02,0,12,0,0,0,M24,
030456856,IN HIM MINISTRIES,% NANCY J TAYLOR,PO BOX 1933,JACKSON,MS,39215-1933,0000,03,3,1000,200309,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,X20,
030465649,REPAIRERS OF THE BREACH,% TOMLINSON ACCOUNTING,PO BOX 610,CORINTH,MS,38835-0610,0000,03,3,2000,200210,1,15,000000000,1,01,201912,1,3,01,0,12,6447,80628,80628,X21,
030466551,MISSISSIPPI INDEPENDENT PHARMACIES ASSOCIATION,% KYLE ARDOIN,400 FONTAINE PL STE 102,RIDGELAND,MS,39157-5231,0000,06,3,2000,200501,2,00,000000000,1,01,201912,4,5,01,0,12,370610,500113,500113,S41,
030479446,TATE COUNTY MASTER GARDENERS ASSOCIATION,% DOTTIE MERRITT,PO BOX 188,SENATOBIA,MS,38668-0188,0000,03,3,2000,200305,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,C42,
030479526,FUND DEMOCRACY INC,% MERCER BULLARD,300 COUNTRY CLUB RD,OXFORD,MS,38655-2608,0000,03,3,1000,200301,1,04,000000000,1,01,201812,1,0,00,3,12,983,0,,B99,
030481092,EMMANUEL GOSPEL OF GRACE COMMUNITY CHURCH,,PO BOX 989,VERONA,MS,38879-0989,0000,03,3,7000,200407,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030484416,CHRISTIAN METHODIST EPISCOPAL CHURCH,% WILLIE BROWNLEE,1366 COUNTY ROAD 94,NEW ALBANY,MS,38652-9726,8511,03,9,7000,198009,1,10,001002000,5,01,,0,0,06,0,12,,,,,SHILOH CME CHURCH
030489294,PONTOTOC COMMUNITY THEATER INC,,106A N MAIN ST,PONTOTOC,MS,38863-2104,0000,03,3,2000,201512,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A65,
030499104,SUNFLOWER COUNTY MINISTERIAL ALLIANCE COUNSELING SERVICES,% PHILLIP M MCGEE I,PO BOX 694,INDIANOLA,MS,38751-0694,0000,03,3,1200,200305,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,S21,
030506312,RIGHTWAY DELIVERANCE TEMPLE MINISTRIES,% JOHNNIE M MACKIN,PO BOX 175,HOLLANDALE,MS,38748-0175,0000,03,3,1270,200710,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030521670,TUSKEGEE AIRMEN INC,% CHARLES BOWERS,PO BOX 7887,DIBERVILLE,MS,39540-7841,5061,03,9,1000,198410,1,15,998000000,1,01,202012,0,0,02,0,12,0,0,0,Y40Z,COL LAWRENCE E ROBERTS CHAPTER
030534598,NATIONAL ASSOCIATION OF RETIRED AND VETERAN RAILWAY EMPLOYEES INC,% JOYCE BURTON,6819 CRUMLER BLVD,OLIVE BRANCH,MS,38654-1941,0875,04,9,2000,194508,2,00,480319000,5,01,201912,0,0,02,0,12,0,0,0,,116 JOLIET IL
030547699,SOLID ROCK INTERNATIONAL OUTREACH MINISTRIES,% DR TED GABRIEL WATSON,5095 ROBINSON RD EXTENSION,JACKSON,MS,39204-0000,0000,03,3,7000,200502,1,10,000000000,1,01,,1,2,06,0,12,,,,X21,
030559168,MYRICK ASSEMBLY OF GOD CHURCH,% ELAISE GRAHAM,3301 HIGHWAY 84 E,LAUREL,MS,39443-8345,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
030561959,ROYAL AMBASSADORS INC,% NA,2309 NAPOLEON AVE,PEARL,MS,39208-6329,0000,03,3,1000,200707,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,P33,
030565531,MONTANA MISSION INC,% ROBERT L INMON,PO BOX 72,VARDAMAN,MS,38878-0072,0000,03,3,7000,200708,1,15,000000000,1,01,201912,3,3,01,0,12,47141,77243,77243,X99,
030579470,GULFPORT ADMIRAL HARDWOOD CLUB,% GARY HOLLIMON,1213 WOODWARD AVE,GULFPORT,MS,39501-2472,0000,03,3,1000,201609,1,16,000000000,5,01,201912,0,0,02,0,12,0,0,0,N62,
030586034,COMMUNITY THRIFT SHOP OF OLIVE BRANCH,% ELIZABETH M CAIL,4145 FOREST HILL RD S,OLIVE BRANCH,MS,38654-6158,0000,03,3,1000,201407,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,P29,
030599787,FREEWILL PENTECOSTAL CHURCH OF GOD INC,% WILLIAM T JAMES,6431 HENRY AVE,MOSS POINT,MS,39563-3439,0000,03,3,7000,200610,1,10,000000000,1,01,,1,3,06,0,12,,,,X21,
030609591,CHANGING UNFULFILLED POTENTIAL,% WILLMA S RICHARDSON,1027 LOUISE LN,WESSON,MS,39191-9045,0000,03,3,1000,200710,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,CUP
030613978,GRACE TRINITY BAPTIST CHURCH,% WILLIE L PORTER,PO BOX 68943,JACKSON,MS,39286-8943,0000,03,3,7000,200709,1,10,000000000,1,01,201912,4,0,06,0,12,211292,0,0,X21,
042576267,NATIONAL ASSOCIATION OF EMERGENCY MEDICAL TECHNICIANS,,PO BOX 1400,CLINTON,MS,39060-1400,0000,06,3,1200,000000,2,00,205531000,1,01,201912,6,6,01,0,12,3794609,3063220,3063220,,
042651288,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,3 SHILOH,HATTIESBURG,MS,39402-8084,2628,03,9,1200,197506,1,16,995263059,5,01,201712,0,0,02,0,12,0,0,0,E72C,045 SOUTHEAST MISSISSIPPI
042694001,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,1050 CANADA DR,JACKSON,MS,39213-9401,2628,03,9,1200,197506,1,16,995263059,5,01,201912,0,0,02,0,12,0,0,0,E72C,068 GREATER JACKSON
042867821,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,176 S MAIN ST,PONTOTOC,MS,38863-3311,2628,03,9,1200,197506,1,16,995263059,5,01,201912,0,0,02,0,12,0,0,0,E72C,097 NORTH EAST MISSISSIPPI
043592239,HOPE ACADEMY INC,% KENT RAULSTON,14231 SEAWAY RD STE 7010,GULFPORT,MS,39503-4662,0000,03,3,7200,200302,1,10,000000000,1,01,201906,7,6,06,0,06,5393206,2070588,2070588,X21,
043596790,FRIENDS OF THE ANIMAL SHELTER IN HANCOCK COUNTY,% FRIENDS,PO BOX 2274,BAY ST LOUIS,MS,39521-2274,0000,03,3,1000,200209,1,15,000000000,1,01,201905,4,4,01,0,05,156279,121562,120183,D12,
043623190,MALACHI LEADERSHIP YOUTH MINISTRIES INC,,PO BOX 408,TOUGALOO,MS,39174-0408,0000,03,3,2700,201410,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,O50,
043633146,NEW FOUNDATION M B CHURCH,% CLAUDE COLLUM SR,1 TOM MILLER RD,YAZOO CITY,MS,39194-5001,0000,03,3,7000,200303,1,10,000000000,5,01,,0,0,06,0,12,,,,X21,
043635618,LIFE FELLOWSHIP ASSEMBLY OF GOD,,7790 DAVIDSON RD,OLIVE BRANCH,MS,38654-9335,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
