EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
020812341,RICHES OF HIS GRACE,% ISAAC ORIBIOYE,10 BLUE SPRUCE DR,BEAR,DE,19701-4126,0000,03,3,7000,200809,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
026049010,KITTERY POINT CEMETERY UW SPS,,2751 CENTERVILLE RD STE 400,WILMINGTON,DE,19808-1641,0000,92,0,1000,000000,0,00,000000000,0,12,201912,4,4,00,1,12,104986,134718,,,
026155676,VINTON FAMILY FOUNDATION TR,,300 WATER STREET,WILMINGTON,DE,19801-5037,0000,03,3,1000,200308,1,04,000000000,2,01,201912,4,4,00,1,12,165958,370000,,T22,VINTON BROCK J TTEE
030389431,STOP THE VIOLENCE COALITION,% JOYCE POWELL,400 HILLCREST AVE,WILMINGTON,DE,19809-3257,0000,03,3,2000,200302,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,I20,
030486104,VETS 1ST INC,% MELANIE M SATCHER,1 BASSETT AVENUE,NEW CASTLE,DE,19720-2088,0000,03,3,1000,200309,1,16,000000000,1,01,201912,4,3,02,0,12,314753,41081,41081,N63,
030502539,CHILDHOOD RND EDUCATIONAL FOUNDATION INC,% DR DAVID SHERRY,PO BOX 7762,WILMINGTON,DE,19803-0762,0000,03,3,1000,200610,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,B990,
030589571,FIRST HAITIAN BAPTIST CHURCH OF SEAFORD DELAWARE,% FACIUS ALFREIDE,PO BOX 1223,SEAFORD,DE,19973-5223,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
030607230,FAITH OUTREACH MINISTRIES,% CHERYL WILLS,54 HIGHLAND CIR,NEWARK,DE,19713-1456,0000,03,3,7000,202006,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
036011523,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% LAMAR BORTNER,227 W OLD SQUAW RD,MIDDLETOWN,DE,19709-9166,0943,03,9,1200,194605,1,16,119602281,5,01,201912,0,0,02,0,12,0,0,0,,J265 DELASUSQUEHUDMAC CLUB
042255896,AMERICAN SOCIETY OF CYTOPATHOLOGY,,100 W 10TH ST STE 605,WILMINGTON,DE,19801-6604,0000,03,3,2000,197503,1,16,149161205,1,01,201906,6,6,01,0,06,2168280,1493943,1493943,G9XC,
042772190,ARASAPHA GARDEN CLUB INC,% LORAYNE TITTER,PO BOX 185,NEW CASTLE,DE,19720-0185,0000,03,3,1000,200512,1,16,000000000,1,01,202006,0,0,02,0,06,0,0,0,C50,
043124639,PARTNERS IN MINISTRY INC,% THOMAS E WARD,PO BOX 179,NEWARK,DE,19715-0179,0000,03,3,7000,199111,1,16,008000000,1,01,202004,3,4,01,0,04,30276,124604,124604,X20Z,
043375373,MORSE FOUNDATION,% BINGHAM LEGG ADVISERS,1100 N MARKET ST,WILMINGTON,DE,19890-1100,0000,03,3,1000,199708,1,04,602000000,2,01,201903,6,5,00,1,03,1794236,604173,,T20J,MARSHALL COLIN S TTEE
043403085,MARINO HEALTH FOUNDATION INC,% CARMEN PASCARELLA CPC,501 SILVERSIDE RD STE 123,WILMINGTON,DE,19809-1377,0000,03,3,1000,199906,1,04,154155179,1,01,201812,7,6,00,1,12,5434596,2002320,380500,E20,
043462645,ROHDA FAMILY CHARITABLE FOUNDATION,% WILMINGTON TRUST CO,1100 N MARKET,WILMINGTON,DE,19890-0001,0000,03,3,1000,199906,1,04,000000000,1,01,201912,5,4,00,1,12,999060,414709,,T21,ROHDA RODNEY R TTEE
043536784,BEN AND KATE TAYLOR CHARITABLE FOUNDATION,% BINGHAM LEGG ADVISERS LLC,1100 NORTH MARKET,WILMINGTON,DE,19890-1100,0000,03,3,1000,200102,1,04,000000000,2,01,201810,6,4,00,1,10,1847215,390954,,T20,B & K TAYLOR TTEES
043548356,PILTCH FAMILY FOUNDATION,% STEVEN PILTCH TRUSTEE,C/O STEVEN PILTCH 7 NEWARK AVE,LEWES,DE,19958-0000,0000,03,3,2000,200312,1,04,000000000,1,01,201909,3,1,00,1,09,92589,739,,B82,PILTCH STEVEN TTEE
043554961,FRANKLIN AND ALICE HOYT CHARITABLE FOUNDATION,% WTC,1100 N MARKET ST DE3-C070,WILMINGTON,DE,19890-1100,0000,03,3,1000,200201,1,04,000000000,1,01,201912,5,3,00,1,12,540626,45979,,T20,
043589839,NEW GENERATION EVANGELISTIC CHURCH,% DONTAE WILSON,1306 KYNLYN DR,WILMINGTON,DE,19809-2421,0000,03,3,7000,200210,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043594598,PYTHON SOFTWARE FOUNDATION,,1209 N ORANGE ST,WILMINGTON,DE,19801-1120,0000,03,3,1200,200302,1,15,000000000,1,01,201912,6,6,01,0,12,4710283,4505489,4464296,U41,
043611220,SUSSEX LAND FOUNDATION INC,% WENDY O BAKER,PO BOX 372,LEWES,DE,19958-0372,0000,03,3,1000,201812,1,15,000000000,1,01,201812,6,5,01,0,12,3612282,844685,839230,C34,SUSSEX COUNTY LAND TRUST
043614996,DELAWARE FOOD INDUSTRY COUNCIL,,4 CABOT PL,NEWARK,DE,19711-2987,0000,06,3,1000,200407,2,00,000000000,1,01,201906,3,4,01,0,06,85660,128160,128160,S41,
043648400,DELAWARE CENTER FOR DISTANCE ADULT LEARNING INC,% CATHERINE KIPP,138 GREENTREE DR,DOVER,DE,19904-7648,0000,03,3,1200,200209,1,15,000000000,1,01,201906,2,5,01,0,06,10083,646635,646635,B60,
043656254,ACE NETWORK DELAWARE,% FATMA ABDEL RAOUF,4701 LIMESTONE RD,WILMINGTON,DE,19808-1927,0000,03,3,1000,200705,1,16,000000000,1,01,202006,0,0,02,0,06,0,0,0,R24,
043686343,BAY POINT MAINTAINENCE CORP,% TREASURER,PO BOX 145,KIRKWOOD,DE,19708-0145,0000,04,3,1000,200603,2,00,000000000,1,01,201912,4,3,01,0,12,147488,64252,64252,L50,
043715012,WOODBRIDGE ELEMENTARY PTO INC,,48 CHURCH ST,BRIDGEVILLE,DE,19933-1034,0000,03,3,1000,200301,1,16,000000000,1,01,201906,0,0,02,0,06,0,0,0,B94,
043737965,HIGHER GROUND MINISTRIES,% APOSTLE LINDA D TUCKER,23 KRIS CT,NEWARK,DE,19702-6843,0000,03,3,7120,200411,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043767826,GOOD SHEPHERD BAPTIST CHURCH - DE,,2274 PORTER RD,BEAR,DE,19701-2022,1601,03,9,7000,196310,1,10,000000000,5,01,,0,0,00,0,12,,,,X21,
043789381,CRENSHAW ATHLETICS FUND,,9 CIRCLE DR W,MILTON,DE,19968-9403,0000,03,3,1000,201505,1,15,000000000,1,01,202004,0,0,02,0,04,0,0,0,O50,
043816522,LAKE FOREST CHURCH ASSOCIATION INC,% ANNE PALADINO,PO BOX 101,HARRINGTON,DE,19952-0101,0000,03,3,1000,200603,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,K31,
043839260,STRIVE HOW TO LEAD MATTERS INC,,1121 THATCHER ST STE C,WILMINGTON,DE,19802-5155,0000,03,3,1000,200610,1,16,000000000,1,01,201912,3,5,01,0,12,69120,563435,563435,N60,
046037891,PAUL AND EDITH BABSON FOUNDATION,% WILMINGTON TRUST 106846-000,1100 NORTH MARKET ST,WILMINGTON,DE,19890-1100,0000,03,3,1000,196005,1,04,602000000,2,01,201812,7,6,00,1,12,7335941,4260350,,,
046039669,ALBERT O WILSON FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,195402,1,04,602000000,1,01,202003,6,6,00,1,03,3848732,1176154,,,
046043143,OLIVETTI FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1200,196203,1,04,059602561,1,01,201912,6,4,00,1,12,1084874,109993,,,
046049529,GRASS FOUNDATION,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,8210,195711,1,04,059040602,1,01,201912,8,5,00,1,12,23923310,911599,,,
046726873,NANCY-CARROLL DRAPER CHARITABLE FOUNDATION UA 03-12-93,% BINGHAM LEGG ADVISORS,1100 N MARKET ST,WILMINGTON,DE,19890-1100,0000,03,3,1000,199401,1,04,602000000,2,01,201812,8,6,00,1,12,12080619,4324856,,,BERGEN KENNETH W TTEE
046747335,TRUST IN DIVERSITY,% TRUST IN DIVERSITY & EXCHANG,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199504,1,03,561000000,2,01,201907,7,6,00,1,07,8282910,2056952,,T30,
046782460,SUSAN A & DONALD P BABSON CHARITABLE FOUNDATION OF 1993,% WILMINGTON TRUST CO,1100 N MARKET ST,WILMINGTON,DE,19890-1100,0000,03,3,1000,199512,1,04,602000000,2,01,201912,6,4,00,1,12,3683511,496782,,T20J,NICHOLS JAMES R ET AL TTEE
046826272,BALTIMORE FAMILY FUND TR,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199803,1,04,602000000,2,01,201912,6,6,00,1,12,3360390,1284305,,Z99Z,SMITH NORMAN & DAVID BALTIMORE TTEE
046864140,CATHERINE HAWKINS FOUNDATION,% COLIN S MARSHALL,1100 N MARKET ST,WILMINGTON,DE,19890-1100,0000,03,3,1000,199903,1,04,000000000,2,01,201904,6,6,00,1,04,4151961,1042911,,T20,MARSHALL COLIN ET AL TTEE
046998698,EILEEN FLETCHER TR UW FBO ST DENIS,% CITICORP TRUST BANK FSB TTEE,2751 CENTERVILLE RD STE 400,WILMINGTON,DE,19808-1641,0000,92,0,1000,000000,0,00,000000000,0,12,201912,4,3,00,1,12,320244,32192,,,9 681047260418
050539914,ROSENKRANZ CHARITABLE FOUNDATION,% CORPORATION SERVICE COMPANY,CORP SERV CO 2711 CENTERVILLE RD,WILMINGTON,DE,19808-0000,0000,03,3,1000,200302,1,03,000000000,1,01,201908,5,1,00,1,08,605202,1,,T23,
050544633,MICHAEL AND KAREN STONE FAMILY FOUNDATION INC,% FOUNDATION SOURCE PHILANTHROPIC,501 SILVERSIDE RD,WILMINGTON,DE,19809-1374,0000,03,3,1200,200306,1,04,000000000,1,01,201812,8,7,00,1,12,36058553,9965543,,T22,
050545292,REPASS-RODGERS FAMILY FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,200305,1,04,000000000,1,01,201812,7,6,00,1,12,7720908,4231137,,T22,
050545881,SAINT MICHAEL ORTHODOX CHURCH,%,2231 E HUNTINGTON DR,WILMINGTON,DE,19808-4952,2365,03,9,7000,197210,0,10,000000000,1,01,,0,0,06,0,12,,,,,
050554257,CANAAN BAPTIST CHURCH,,3011 NEW CASTLE AVE,NEW CASTLE,DE,19720-2233,3125,03,9,7000,195504,0,10,000000000,5,01,,0,0,06,0,12,,,,,152588
050576035,DELAWARE SOCCER REFEREES ASSOCIATION LLC,% ANDREW DENNIS,139 MCCORMICK BLVD,NEWARK,DE,19702-2148,0000,03,3,1000,200611,1,15,000000000,5,01,201712,0,0,02,0,12,0,0,0,P99,
050595124,EASTERN SHORE AFRAM FESTIVAL,% PATRICIA A JONES,721 3RD ST,SEAFORD,DE,19973-2854,0000,03,3,1200,200602,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,A23,
050618342,REAPING HARVEST MINISTRIES INC,,22 MONTICELLO BLVD,NEW CASTLE,DE,19720-3404,0000,03,3,7000,200711,1,10,000000000,1,01,,0,0,06,0,12,,,,X200,UNITY AT HEART COMMUNITY SERVICES
056141146,THOMAS & SARAH MACMAHON FAM CHAR FDTN TR,% FOUNDATION SOURCE,501 SILVERSIDE RD STE 123,WILMINGTON,DE,19809-1377,0000,03,3,1000,200403,1,04,000000000,2,01,201812,7,6,00,1,12,6469976,2867522,,T22,MACMAHON THOMAS ET AL TTEE
061261222,ROBERT M SCHIFFMAN INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199002,1,04,379000000,1,01,201912,6,6,00,1,12,3748646,1617931,,,
061271246,THE CORINTHIANS ASSOCIATION,,1201 N ORANGE ST STE 7312,WILMINGTON,DE,19801-1274,0000,07,3,1000,199108,2,00,318288000,1,01,201809,3,4,01,0,09,73474,168473,164427,,
061324225,LIVING VESSELS MINISTRIES INC,% ANN BARRETT MURPHY,102 LOTUS ST,DOVER,DE,19901-4436,0000,03,3,7000,199205,1,10,001007006,1,01,,0,0,06,0,12,,,,,
061331577,MAYER-PHILLIPS FOUNDATION INC,% FOUNDATION SOURCE,501 SILVERSIDE RD,WILMINGTON,DE,19809-1374,0000,03,0,1000,199112,1,04,000000000,1,01,201912,7,6,00,1,12,7076637,2182964,,,
061399555,LEONARD AND MILDRED IGSTAEDTER FOUNDATION INC,% ELLEN SHEA,19154 CHARTRES ST,LEWES,DE,19958-4413,0000,03,3,1000,199503,1,04,560000000,1,01,201912,5,4,00,1,12,705685,155038,,T22Z,
061415108,WIGGINS FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199502,1,04,602000000,1,01,201912,7,6,00,1,12,8764683,1850469,,,MILLIGAN LYNDA L
061464856,THE MORNING AFTER INC,% HARRIET L WILLIAMS-GLOVER,5006 HALLTOWN RD,HARTLEY,DE,19953-2532,0000,03,3,7000,199709,1,10,001000000,1,01,,0,0,06,0,12,,,,X21Z,
061475198,NEWCITY FOUNDATION,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199806,1,04,602000000,5,01,201912,6,4,00,1,12,1495221,480951,,T20Z,FERGUSON RICHARD A TTEE
061480029,CLARE ROSE FOUNDATION INC,% FOUNDATION SOURCE,501 SILVERSIDE RD,WILMINGTON,DE,19809-1374,0000,03,3,1000,201406,1,04,602000000,1,01,201812,8,8,00,1,12,11016041,11262667,,T20,VINCENT VALERIE M TTEE
061480882,CLEMENTS FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199805,1,04,602000000,1,01,201912,6,6,00,1,12,1373979,1751405,,T20Z,
061519341,PATRICK FOUNDATION TR,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199809,1,04,602000000,2,01,201912,6,4,00,1,12,1021281,406820,,T20Z,PATRICK JOHN R & JOANE M TTEE
061532628,GRABE FAMILY FOUNDATION,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,199905,1,04,000000000,1,01,201912,6,5,00,1,12,3142484,819286,,T30,
061633743,HARRISON T LEFRAK CHARITABLE FOUNDATION INC,% HARRISON T LEFRAK,1105 N MARKET ST STE 801,WILMINGTON,DE,19801-1202,0000,03,3,1000,200111,1,04,000000000,1,01,201912,4,1,00,1,12,156579,3762,,T22,
061638394,NEW BIRTH MINISTRIES,% PASTER FRANCINE BAISE,PO BOX 30788,WILMINGTON,DE,19805-7788,5798,03,9,7000,201010,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
061638400,PRAYER TEMPLE CHURCH ON THE ROCK 2,% PASTOR JAMES PRICE,933 E HAZELDELL AVE,NEW CASTLE,DE,19720-6125,5798,03,9,7000,201010,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
061646156,CAITLIN ROBB FOUNDATION INC,% JACK JONES,PO BOX 3888,GREENVILLE,DE,19807-0888,0000,03,3,1000,200709,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,G123,DELEWARE VALLEY CHAPTER
061652976,DUFFYS HOPE INC,% TERRANCE O BOLDEN,100 W 10TH ST STE 9,WILMINGTON,DE,19801-6614,0000,03,3,2100,200408,1,15,000000000,1,01,201912,3,4,01,0,12,56215,466822,465005,O50,
061662503,ANDREW & BETSY WYETH FOUNDATION FOR AMERICAN ART,% WILLIAM J MARTIN,1020 N BANCROFT PKWY STE 100,WILMINGTON,DE,19805-2666,0000,03,3,1000,200301,1,04,000000000,1,01,201812,5,6,00,1,12,983445,1452298,,T22,
061700325,CANINE GUARDIANS FOR LIFE,% JUDITH GOLDBERG-APY,33579 WINDSWEPT DRIVE,MILLSBORO,DE,19966-7179,0000,03,3,4000,200407,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D20,
